i,ID,MIG.grey,Aniso.grey,Timestamp,DateAndTime,PLOT,CAM
740,WSCT0742.JPG,0.173369389,0.966469154,22/06/2016 17:22,2015:09:22 09:00:01,LADERA,3
741,WSCT0743.JPG,0.173124868,0.971955196,22/06/2016 17:22,2015:09:22 10:00:01,LADERA,3
742,WSCT0744.JPG,0.19215108,0.942953062,22/06/2016 17:22,2015:09:22 11:00:01,LADERA,3
743,WSCT0745.JPG,0.193398795,0.930322672,22/06/2016 17:23,2015:09:22 12:00:01,LADERA,3
744,WSCT0746.JPG,0.180624249,0.970650637,22/06/2016 17:23,2015:09:22 13:00:01,LADERA,3
745,WSCT0747.JPG,0.158247911,1.000018856,22/06/2016 17:23,2015:09:22 14:00:01,LADERA,3
746,WSCT0748.JPG,0.19064619,0.971066731,22/06/2016 17:24,2015:09:23 09:00:01,LADERA,3
747,WSCT0749.JPG,0.185070939,0.967526913,22/06/2016 17:24,2015:09:23 10:00:01,LADERA,3
748,WSCT0750.JPG,0.180246571,0.968717722,22/06/2016 17:24,2015:09:23 11:00:01,LADERA,3
749,WSCT0751.JPG,0.184364123,0.942652983,22/06/2016 17:24,2015:09:23 12:00:01,LADERA,3
750,WSCT0752.JPG,0.185784822,0.974875832,22/06/2016 17:25,2015:09:23 13:00:01,LADERA,3
751,WSCT0753.JPG,0.155261515,0.996489145,22/06/2016 17:25,2015:09:23 14:00:01,LADERA,3
752,WSCT0754.JPG,0.159430213,0.966994785,22/06/2016 17:25,2015:09:24 09:00:01,LADERA,3
753,WSCT0755.JPG,0.168726512,0.979671876,22/06/2016 17:26,2015:09:24 10:00:01,LADERA,3
754,WSCT0756.JPG,0.188169107,0.958697729,22/06/2016 17:26,2015:09:24 11:00:01,LADERA,3
755,WSCT0757.JPG,0.186825846,0.94107033,22/06/2016 17:26,2015:09:24 12:00:01,LADERA,3
756,WSCT0758.JPG,0.170280532,0.969349532,22/06/2016 17:27,2015:09:24 13:00:01,LADERA,3
757,WSCT0759.JPG,0.185034167,0.982835969,22/06/2016 17:27,2015:09:24 14:00:01,LADERA,3
758,WSCT0760.JPG,0.161534743,0.953552535,22/06/2016 17:27,2015:09:25 09:00:01,LADERA,3
759,WSCT0761.JPG,0.159220883,0.993736334,22/06/2016 17:28,2015:09:25 10:00:01,LADERA,3
760,WSCT0762.JPG,0.178711528,0.943416944,22/06/2016 17:28,2015:09:25 11:00:01,LADERA,3
761,WSCT0763.JPG,0.1944453,0.926061155,22/06/2016 17:28,2015:09:25 12:00:01,LADERA,3
762,WSCT0764.JPG,0.171087053,0.967476927,22/06/2016 17:28,2015:09:25 13:00:01,LADERA,3
763,WSCT0765.JPG,0.158202536,0.987269904,22/06/2016 17:29,2015:09:25 14:00:01,LADERA,3
764,WSCT0766.JPG,0.154832284,0.955580706,22/06/2016 17:29,2015:09:26 09:00:01,LADERA,3
765,WSCT0767.JPG,0.161558582,0.986185601,22/06/2016 17:29,2015:09:26 10:00:01,LADERA,3
766,WSCT0768.JPG,0.181809518,0.958295523,22/06/2016 17:30,2015:09:26 11:00:01,LADERA,3
767,WSCT0769.JPG,0.202816905,0.925674698,22/06/2016 17:30,2015:09:26 12:00:01,LADERA,3
768,WSCT0770.JPG,0.166693868,0.958900489,22/06/2016 17:30,2015:09:26 13:00:01,LADERA,3
769,WSCT0771.JPG,0.159748766,0.983899717,22/06/2016 17:31,2015:09:26 14:00:01,LADERA,3
770,WSCT0772.JPG,0.156174817,0.949842496,22/06/2016 17:31,2015:09:27 09:00:01,LADERA,3
771,WSCT0773.JPG,0.211439506,0.970120117,22/06/2016 17:31,2015:09:27 10:00:01,LADERA,3
772,WSCT0774.JPG,0.179366449,0.959222375,22/06/2016 17:31,2015:09:27 11:00:01,LADERA,3
773,WSCT0775.JPG,0.195284881,0.935095784,22/06/2016 17:32,2015:09:27 12:00:01,LADERA,3
774,WSCT0776.JPG,0.160339673,0.970243039,22/06/2016 17:32,2015:09:27 13:00:01,LADERA,3
775,WSCT0777.JPG,0.215152889,0.969620584,22/06/2016 17:32,2015:09:27 14:00:01,LADERA,3
776,WSCT0778.JPG,0.187191327,0.965105801,22/06/2016 17:33,2015:09:28 09:00:01,LADERA,3
777,WSCT0779.JPG,0.167836171,0.988938862,22/06/2016 17:33,2015:09:28 10:00:01,LADERA,3
778,WSCT0780.JPG,0.185321721,0.960888937,22/06/2016 17:33,2015:09:28 11:00:01,LADERA,3
779,WSCT0781.JPG,0.184362114,0.944619593,22/06/2016 17:34,2015:09:28 12:00:01,LADERA,3
780,WSCT0782.JPG,0.170372769,0.964967624,22/06/2016 17:34,2015:09:28 13:00:01,LADERA,3
781,WSCT0783.JPG,0.159831305,0.979857544,22/06/2016 17:34,2015:09:28 14:00:01,LADERA,3
782,WSCT0784.JPG,0.261943352,0.971505254,22/06/2016 17:35,2015:09:29 09:00:01,LADERA,3
783,WSCT0785.JPG,0.159273544,0.975985122,22/06/2016 17:35,2015:09:29 10:00:01,LADERA,3
784,WSCT0786.JPG,0.191130854,0.965803,22/06/2016 17:35,2015:09:29 11:00:01,LADERA,3
785,WSCT0787.JPG,0.111660458,0.973020386,22/06/2016 17:35,2015:09:29 12:00:01,LADERA,3
786,WSCT0788.JPG,0.186652006,0.979278022,22/06/2016 17:36,2015:09:29 13:00:01,LADERA,3
787,WSCT0789.JPG,0.130401085,0.957616574,22/06/2016 17:36,2015:09:29 14:00:01,LADERA,3
788,WSCT0790.JPG,0.258999448,0.97293735,22/06/2016 17:36,2015:09:30 09:00:01,LADERA,3
789,WSCT0791.JPG,0.177389886,0.97669659,22/06/2016 17:37,2015:09:30 10:00:01,LADERA,3
790,WSCT0792.JPG,0.200012675,0.953369163,22/06/2016 17:37,2015:09:30 11:00:01,LADERA,3
791,WSCT0793.JPG,0.20061706,0.953927885,22/06/2016 17:37,2015:09:30 12:00:01,LADERA,3
792,WSCT0794.JPG,0.193014783,0.964754996,22/06/2016 17:38,2015:09:30 13:00:01,LADERA,3
793,WSCT0795.JPG,0.217142893,0.978082305,22/06/2016 17:38,2015:09:30 14:00:01,LADERA,3
794,WSCT0796.JPG,0.18940328,0.960513351,22/06/2016 17:38,2015:10:01 09:00:01,LADERA,3
795,WSCT0797.JPG,0.184390909,0.971390874,22/06/2016 17:39,2015:10:01 10:00:01,LADERA,3
796,WSCT0798.JPG,0.173541596,0.960175493,22/06/2016 17:39,2015:10:01 11:00:01,LADERA,3
797,WSCT0799.JPG,0.278658894,0.980351602,22/06/2016 17:39,2015:10:01 12:00:01,LADERA,3
798,WSCT0800.JPG,0.258756084,0.974713688,22/06/2016 17:40,2015:10:01 13:00:01,LADERA,3
799,WSCT0801.JPG,0.211722837,0.978827155,22/06/2016 17:40,2015:10:01 14:00:01,LADERA,3
800,WSCT0802.JPG,0.164595698,0.959452713,22/06/2016 17:40,2015:10:02 09:00:01,LADERA,3
801,WSCT0803.JPG,0.158273476,0.988700817,22/06/2016 17:40,2015:10:02 10:00:01,LADERA,3
802,WSCT0804.JPG,0.187404579,0.95968799,22/06/2016 17:41,2015:10:02 11:00:01,LADERA,3
803,WSCT0805.JPG,0.204201549,0.96518704,22/06/2016 17:41,2015:10:02 12:00:01,LADERA,3
804,WSCT0806.JPG,0.166722429,0.980612827,22/06/2016 17:41,2015:10:02 13:00:01,LADERA,3
805,WSCT0807.JPG,0.154316208,0.970687796,22/06/2016 17:42,2015:10:02 14:00:01,LADERA,3
806,WSCT0808.JPG,0.173772207,0.9536014,22/06/2016 17:42,2015:10:03 09:00:01,LADERA,3
807,WSCT0809.JPG,0.179880836,0.960226208,22/06/2016 17:42,2015:10:03 10:00:01,LADERA,3
808,WSCT0810.JPG,0.194717758,0.960686525,22/06/2016 17:43,2015:10:03 11:00:01,LADERA,3
809,WSCT0811.JPG,0.201534164,0.958206486,22/06/2016 17:43,2015:10:03 12:00:01,LADERA,3
810,WSCT0812.JPG,0.169863645,0.978503057,22/06/2016 17:43,2015:10:03 13:00:01,LADERA,3
811,WSCT0813.JPG,0.167030964,0.98261102,22/06/2016 17:44,2015:10:03 14:00:01,LADERA,3
812,WSCT0814.JPG,0.159288661,0.960229704,22/06/2016 17:44,2015:10:04 09:00:01,LADERA,3
813,WSCT0815.JPG,0.160795293,0.975640939,22/06/2016 17:44,2015:10:04 10:00:01,LADERA,3
814,WSCT0816.JPG,0.194789828,0.974066195,22/06/2016 17:45,2015:10:04 11:00:01,LADERA,3
815,WSCT0817.JPG,0.202862549,0.946485024,22/06/2016 17:45,2015:10:04 12:00:01,LADERA,3
816,WSCT0818.JPG,0.165729037,0.991818418,22/06/2016 17:45,2015:10:04 13:00:01,LADERA,3
817,WSCT0819.JPG,0.159006727,0.981031417,22/06/2016 17:45,2015:10:04 14:00:01,LADERA,3
818,WSCT0820.JPG,0.173630847,0.957514099,22/06/2016 17:46,2015:10:05 09:00:01,LADERA,3
819,WSCT0821.JPG,0.17113074,0.96754253,22/06/2016 17:46,2015:10:05 10:00:01,LADERA,3
820,WSCT0822.JPG,0.178204003,0.961435499,22/06/2016 17:46,2015:10:05 11:00:01,LADERA,3
821,WSCT0823.JPG,0.175833849,0.950233417,22/06/2016 17:47,2015:10:05 12:00:01,LADERA,3
822,WSCT0824.JPG,0.16367665,0.961591387,22/06/2016 17:47,2015:10:05 13:00:01,LADERA,3
823,WSCT0825.JPG,0.17177174,0.970128976,22/06/2016 17:47,2015:10:05 14:00:01,LADERA,3
824,WSCT0826.JPG,0.221934685,0.988181733,22/06/2016 17:48,2015:10:06 09:00:01,LADERA,3
825,WSCT0827.JPG,0.263657375,0.98709119,22/06/2016 17:48,2015:10:06 10:00:01,LADERA,3
826,WSCT0828.JPG,0.197021374,0.976026306,22/06/2016 17:48,2015:10:06 11:00:01,LADERA,3
827,WSCT0829.JPG,0.141274046,0.944623442,22/06/2016 17:48,2015:10:06 12:00:01,LADERA,3
828,WSCT0830.JPG,0.163249595,0.97860259,22/06/2016 17:49,2015:10:06 13:00:01,LADERA,3
829,WSCT0831.JPG,0.185606278,0.979478766,22/06/2016 17:49,2015:10:06 14:00:01,LADERA,3
830,WSCT0832.JPG,0.1674414,0.956740229,22/06/2016 17:49,2015:10:07 09:00:01,LADERA,3
831,WSCT0833.JPG,0.179080335,0.976910753,22/06/2016 17:50,2015:10:07 10:00:01,LADERA,3
832,WSCT0834.JPG,0.202352436,0.991475452,22/06/2016 17:50,2015:10:07 11:00:01,LADERA,3
833,WSCT0835.JPG,0.206926149,0.959555552,22/06/2016 17:50,2015:10:07 12:00:01,LADERA,3
834,WSCT0836.JPG,0.173519631,0.96255831,22/06/2016 17:51,2015:10:07 13:00:01,LADERA,3
835,WSCT0837.JPG,0.159863524,0.974830966,22/06/2016 17:51,2015:10:07 14:00:01,LADERA,3
836,WSCT0838.JPG,0.172666016,0.967077129,22/06/2016 17:51,2015:10:08 09:00:01,LADERA,3
837,WSCT0839.JPG,0.179579883,0.974530199,22/06/2016 17:51,2015:10:08 10:00:01,LADERA,3
838,WSCT0840.JPG,0.198039623,0.983128704,22/06/2016 17:52,2015:10:08 11:00:01,LADERA,3
839,WSCT0841.JPG,0.201393719,0.965013308,22/06/2016 17:52,2015:10:08 12:00:01,LADERA,3
840,WSCT0842.JPG,0.170286167,0.983089623,22/06/2016 17:52,2015:10:08 13:00:01,LADERA,3
841,WSCT0843.JPG,0.1849723,0.990930428,22/06/2016 17:53,2015:10:08 14:00:01,LADERA,3
842,WSCT0844.JPG,0.180703785,0.963517863,22/06/2016 17:53,2015:10:09 09:00:01,LADERA,3
843,WSCT0845.JPG,0.195345718,0.971085974,22/06/2016 17:53,2015:10:09 10:00:01,LADERA,3
844,WSCT0846.JPG,0.209046923,0.97078942,22/06/2016 17:54,2015:10:09 11:00:01,LADERA,3
845,WSCT0847.JPG,0.19338378,0.96586275,22/06/2016 17:54,2015:10:09 12:00:01,LADERA,3
846,WSCT0848.JPG,0.172916771,0.96381357,22/06/2016 17:54,2015:10:09 13:00:01,LADERA,3
847,WSCT0849.JPG,0.168396482,0.969549098,22/06/2016 17:54,2015:10:09 14:00:01,LADERA,3
848,WSCT0850.JPG,0.220407485,0.974959936,22/06/2016 17:55,2015:10:10 09:00:01,LADERA,3
849,WSCT0851.JPG,0.184441873,0.971663505,22/06/2016 17:55,2015:10:10 10:00:01,LADERA,3
850,WSCT0852.JPG,0.170628912,0.972678329,22/06/2016 17:55,2015:10:10 11:00:01,LADERA,3
851,WSCT0853.JPG,0.263754875,0.98467998,22/06/2016 17:56,2015:10:10 12:00:01,LADERA,3
852,WSCT0854.JPG,0.210190699,0.982370705,22/06/2016 17:56,2015:10:10 13:00:01,LADERA,3
853,WSCT0855.JPG,0.18249339,0.973845301,22/06/2016 17:56,2015:10:10 14:00:01,LADERA,3
854,WSCT0856.JPG,0.219881439,0.973933126,22/06/2016 17:57,2015:10:11 09:00:01,LADERA,3
855,WSCT0857.JPG,0.169852906,0.957451805,22/06/2016 17:57,2015:10:11 10:00:01,LADERA,3
856,WSCT0858.JPG,0.174129975,0.966026631,22/06/2016 17:57,2015:10:11 11:00:01,LADERA,3
857,WSCT0859.JPG,0.193598931,0.960457603,22/06/2016 17:57,2015:10:11 12:00:01,LADERA,3
858,WSCT0860.JPG,0.168716468,0.976640737,22/06/2016 17:58,2015:10:11 13:00:01,LADERA,3
859,WSCT0861.JPG,0.172820791,0.994002733,22/06/2016 17:58,2015:10:11 14:00:01,LADERA,3
860,WSCT0862.JPG,0.256311141,0.977701333,22/06/2016 17:58,2015:10:12 09:00:01,LADERA,3
861,WSCT0863.JPG,0.271424684,0.982448553,22/06/2016 17:59,2015:10:12 10:00:01,LADERA,3
862,WSCT0864.JPG,0.250996287,0.982497194,22/06/2016 17:59,2015:10:12 11:00:01,LADERA,3
863,WSCT0865.JPG,0.151549729,0.977601994,22/06/2016 17:59,2015:10:12 12:00:01,LADERA,3
864,WSCT0866.JPG,0.176309774,0.976923985,22/06/2016 18:00,2015:10:12 13:00:01,LADERA,3
865,WSCT0867.JPG,0.172864242,0.98853237,22/06/2016 18:00,2015:10:12 14:00:01,LADERA,3
866,WSCT0868.JPG,0.219962422,0.972344557,22/06/2016 18:00,2015:10:13 09:00:01,LADERA,3
867,WSCT0869.JPG,0.178032296,0.967370766,22/06/2016 18:01,2015:10:13 10:00:01,LADERA,3
868,WSCT0870.JPG,0.179264709,0.988941293,22/06/2016 18:01,2015:10:13 11:00:01,LADERA,3
869,WSCT0871.JPG,0.19315654,0.969344578,22/06/2016 18:01,2015:10:13 12:00:01,LADERA,3
870,WSCT0872.JPG,0.174338674,0.963435461,22/06/2016 18:01,2015:10:13 13:00:01,LADERA,3
871,WSCT0873.JPG,0.17103246,0.968950806,22/06/2016 18:02,2015:10:13 14:00:01,LADERA,3
872,WSCT0874.JPG,0.142134128,0.964850721,22/06/2016 18:02,2015:10:14 09:00:01,LADERA,3
873,WSCT0875.JPG,0.168806019,0.959521434,22/06/2016 18:02,2015:10:14 10:00:01,LADERA,3
874,WSCT0876.JPG,0.181864604,0.964344202,22/06/2016 18:03,2015:10:14 11:00:01,LADERA,3
875,WSCT0877.JPG,0.183600746,0.962565035,22/06/2016 18:03,2015:10:14 12:00:01,LADERA,3
876,WSCT0878.JPG,0.174892806,0.96702627,22/06/2016 18:03,2015:10:14 13:00:01,LADERA,3
877,WSCT0879.JPG,0.207400647,0.972930976,22/06/2016 18:04,2015:10:14 14:00:01,LADERA,3
878,WSCT0880.JPG,0.260211849,0.977480534,22/06/2016 18:04,2015:10:15 09:00:01,LADERA,3
879,WSCT0881.JPG,0.174492042,0.967250925,22/06/2016 18:04,2015:10:15 10:00:01,LADERA,3
880,WSCT0882.JPG,0.149430129,0.98256848,22/06/2016 18:04,2015:10:15 11:00:01,LADERA,3
881,WSCT0883.JPG,0.15334969,0.969338933,22/06/2016 18:05,2015:10:15 12:00:01,LADERA,3
882,WSCT0884.JPG,0.163801172,0.963713114,22/06/2016 18:05,2015:10:15 13:00:01,LADERA,3
883,WSCT0885.JPG,0.170932286,0.97761838,22/06/2016 18:05,2015:10:15 14:00:01,LADERA,3
884,WSCT0886.JPG,0.170389959,0.968864291,22/06/2016 18:06,2015:10:16 09:00:01,LADERA,3
885,WSCT0887.JPG,0.170723894,0.968897021,22/06/2016 18:06,2015:10:16 10:00:01,LADERA,3
886,WSCT0888.JPG,0.182872642,0.967532387,22/06/2016 18:06,2015:10:16 11:00:01,LADERA,3
887,WSCT0889.JPG,0.184958094,0.961815976,22/06/2016 18:07,2015:10:16 12:00:01,LADERA,3
888,WSCT0890.JPG,0.160953357,0.964061481,22/06/2016 18:07,2015:10:16 13:00:01,LADERA,3
889,WSCT0891.JPG,0.162499658,0.983730129,22/06/2016 18:07,2015:10:16 14:00:01,LADERA,3
890,WSCT0892.JPG,0.216473924,0.975994415,22/06/2016 18:07,2015:10:17 09:00:01,LADERA,3
891,WSCT0893.JPG,0.17563833,0.969074934,22/06/2016 18:08,2015:10:17 10:00:01,LADERA,3
892,WSCT0894.JPG,0.214167948,0.974920466,22/06/2016 18:08,2015:10:17 11:00:01,LADERA,3
893,WSCT0895.JPG,0.170443648,0.979108897,22/06/2016 18:08,2015:10:17 12:00:01,LADERA,3
894,WSCT0896.JPG,0.167974365,0.974139737,22/06/2016 18:09,2015:10:17 13:00:01,LADERA,3
895,WSCT0897.JPG,0.20738536,0.975470733,22/06/2016 18:09,2015:10:17 14:00:01,LADERA,3
896,WSCT0898.JPG,0.213545127,0.975944502,22/06/2016 18:09,2015:10:18 09:00:01,LADERA,3
897,WSCT0899.JPG,0.218426119,0.97117575,22/06/2016 18:10,2015:10:18 10:00:01,LADERA,3
898,WSCT0900.JPG,0.203086394,0.968038495,22/06/2016 18:10,2015:10:18 11:00:01,LADERA,3
899,WSCT0901.JPG,0.261952065,0.973947479,22/06/2016 18:10,2015:10:18 12:00:01,LADERA,3
900,WSCT0902.JPG,0.209588558,0.979211206,22/06/2016 18:10,2015:10:18 13:00:01,LADERA,3
901,WSCT0903.JPG,0.205353356,0.97933582,22/06/2016 18:11,2015:10:18 14:00:01,LADERA,3
902,WSCT0904.JPG,0.158118198,0.985826984,22/06/2016 18:11,2015:10:19 09:00:01,LADERA,3
903,WSCT0905.JPG,0.173870688,1.002236787,22/06/2016 18:11,2015:10:19 10:00:01,LADERA,3
904,WSCT0906.JPG,0.173035367,1.008529114,22/06/2016 18:12,2015:10:19 11:00:01,LADERA,3
905,WSCT0907.JPG,0.180035008,0.972684995,22/06/2016 18:12,2015:10:19 12:00:01,LADERA,3
906,WSCT0908.JPG,0.155513747,0.977862154,22/06/2016 18:12,2015:10:19 13:00:01,LADERA,3
907,WSCT0909.JPG,0.151603954,0.979211901,22/06/2016 18:13,2015:10:19 14:00:01,LADERA,3
908,WSCT0910.JPG,0.207385929,0.968590194,22/06/2016 18:13,2015:10:20 09:00:01,LADERA,3
909,WSCT0911.JPG,0.175379034,0.995279114,22/06/2016 18:13,2015:10:20 10:00:01,LADERA,3
910,WSCT0912.JPG,0.171706404,1.008837947,22/06/2016 18:13,2015:10:20 11:00:01,LADERA,3
911,WSCT0913.JPG,0.17863632,0.982769709,22/06/2016 18:14,2015:10:20 12:00:01,LADERA,3
912,WSCT0914.JPG,0.159776841,0.971959226,22/06/2016 18:14,2015:10:20 13:00:01,LADERA,3
913,WSCT0915.JPG,0.156302432,0.99372365,22/06/2016 18:14,2015:10:20 14:00:01,LADERA,3
914,WSCT0916.JPG,0.147174438,0.975766946,22/06/2016 18:15,2015:10:21 09:00:01,LADERA,3
915,WSCT0917.JPG,0.147802125,0.960546178,22/06/2016 18:15,2015:10:21 10:00:01,LADERA,3
916,WSCT0918.JPG,0.159640277,1.002445535,22/06/2016 18:15,2015:10:21 11:00:01,LADERA,3
917,WSCT0919.JPG,0.175637816,0.981230766,22/06/2016 18:16,2015:10:21 12:00:01,LADERA,3
918,WSCT0920.JPG,0.151541012,0.967774729,22/06/2016 18:16,2015:10:21 13:00:01,LADERA,3
919,WSCT0921.JPG,0.146568663,0.980529323,22/06/2016 18:16,2015:10:21 14:00:01,LADERA,3
920,WSCT0922.JPG,0.166928778,0.969009698,22/06/2016 18:16,2015:10:22 09:00:01,LADERA,3
921,WSCT0923.JPG,0.222693406,0.972185967,22/06/2016 18:17,2015:10:22 10:00:01,LADERA,3
922,WSCT0924.JPG,0.174117015,0.994452361,22/06/2016 18:17,2015:10:22 11:00:01,LADERA,3
923,WSCT0925.JPG,0.182291085,0.989807577,22/06/2016 18:17,2015:10:22 12:00:01,LADERA,3
924,WSCT0926.JPG,0.155399737,0.955707742,22/06/2016 18:18,2015:10:22 13:00:01,LADERA,3
925,WSCT0927.JPG,0.16187412,0.97511774,22/06/2016 18:18,2015:10:22 14:00:01,LADERA,3
926,WSCT0928.JPG,0.161801671,0.960850529,22/06/2016 18:18,2015:10:23 09:00:01,LADERA,3
927,WSCT0929.JPG,0.172734017,0.990144884,22/06/2016 18:19,2015:10:23 10:00:01,LADERA,3
928,WSCT0930.JPG,0.124431815,0.969574339,22/06/2016 18:19,2015:10:23 11:00:01,LADERA,3
929,WSCT0931.JPG,0.1288373,0.969774533,22/06/2016 18:19,2015:10:23 12:00:01,LADERA,3
930,WSCT0932.JPG,0.149144011,0.960011187,22/06/2016 18:20,2015:10:23 13:00:01,LADERA,3
931,WSCT0933.JPG,0.161629062,0.980638497,22/06/2016 18:20,2015:10:23 14:00:01,LADERA,3
932,WSCT0934.JPG,0.152977683,0.965940877,22/06/2016 18:20,2015:10:24 09:00:01,LADERA,3
933,WSCT0935.JPG,0.158018793,0.983262165,22/06/2016 18:20,2015:10:24 10:00:01,LADERA,3
934,WSCT0936.JPG,0.169992879,0.992025684,22/06/2016 18:21,2015:10:24 11:00:01,LADERA,3
935,WSCT0937.JPG,0.128490293,0.977607812,22/06/2016 18:21,2015:10:24 12:00:01,LADERA,3
936,WSCT0938.JPG,0.16342047,0.964533461,22/06/2016 18:21,2015:10:24 13:00:01,LADERA,3
937,WSCT0939.JPG,0.167835632,0.971478784,22/06/2016 18:22,2015:10:24 14:00:01,LADERA,3
938,WSCT0940.JPG,0.154266903,0.964067336,22/06/2016 18:22,2015:10:25 09:00:01,LADERA,3
939,WSCT0941.JPG,0.163437103,0.969468004,22/06/2016 18:22,2015:10:25 10:00:01,LADERA,3
940,WSCT0942.JPG,0.191436866,0.986518773,22/06/2016 18:23,2015:10:25 11:00:01,LADERA,3
941,WSCT0943.JPG,0.155268818,0.984042134,22/06/2016 18:23,2015:10:25 12:00:01,LADERA,3
942,WSCT0944.JPG,0.145356089,0.959731117,22/06/2016 18:23,2015:10:25 13:00:01,LADERA,3
943,WSCT0945.JPG,0.147297231,0.990181907,22/06/2016 18:23,2015:10:25 14:00:01,LADERA,3
944,WSCT0946.JPG,0.146200553,0.971855558,22/06/2016 18:24,2015:10:26 09:00:01,LADERA,3
945,WSCT0947.JPG,0.150547864,0.968782388,22/06/2016 18:24,2015:10:26 10:00:01,LADERA,3
946,WSCT0948.JPG,0.155241566,0.990773402,22/06/2016 18:24,2015:10:26 11:00:01,LADERA,3
947,WSCT0949.JPG,0.17334532,0.980270872,22/06/2016 18:25,2015:10:26 12:00:01,LADERA,3
948,WSCT0950.JPG,0.15607933,0.96823478,22/06/2016 18:25,2015:10:26 13:00:01,LADERA,3
949,WSCT0951.JPG,0.149498781,1.001372936,22/06/2016 18:25,2015:10:26 14:00:01,LADERA,3
950,WSCT0952.JPG,0.253266194,0.974098766,22/06/2016 18:26,2015:10:27 09:00:01,LADERA,3
951,WSCT0953.JPG,0.158959003,0.969513435,22/06/2016 18:26,2015:10:27 10:00:01,LADERA,3
952,WSCT0954.JPG,0.160505353,1.001329077,22/06/2016 18:26,2015:10:27 11:00:01,LADERA,3
953,WSCT0955.JPG,0.169322784,0.987655128,22/06/2016 18:26,2015:10:27 12:00:01,LADERA,3
954,WSCT0956.JPG,0.145058341,0.950503513,22/06/2016 18:27,2015:10:27 13:00:01,LADERA,3
955,WSCT0957.JPG,0.266930899,0.978232975,22/06/2016 18:27,2015:10:27 14:00:01,LADERA,3
956,WSCT0958.JPG,0.216023543,0.970951943,22/06/2016 18:27,2015:10:28 09:00:01,LADERA,3
957,WSCT0959.JPG,0.250784902,0.976761055,22/06/2016 18:28,2015:10:28 10:00:01,LADERA,3
958,WSCT0960.JPG,0.14843124,0.976282556,22/06/2016 18:28,2015:10:28 11:00:01,LADERA,3
959,WSCT0961.JPG,0.152123288,0.970957358,22/06/2016 18:28,2015:10:28 12:00:01,LADERA,3
960,WSCT0962.JPG,0.150169709,0.969176331,22/06/2016 18:29,2015:10:28 13:00:01,LADERA,3
961,WSCT0963.JPG,0.152852641,0.978968326,22/06/2016 18:29,2015:10:28 14:00:01,LADERA,3
962,WSCT0964.JPG,0.149282332,0.9699283,22/06/2016 18:29,2015:10:29 09:00:01,LADERA,3
963,WSCT0965.JPG,0.150635986,0.986364881,22/06/2016 18:29,2015:10:29 10:00:01,LADERA,3
964,WSCT0966.JPG,0.164638635,0.991056043,22/06/2016 18:30,2015:10:29 11:00:01,LADERA,3
965,WSCT0967.JPG,0.174080345,0.995958507,22/06/2016 18:30,2015:10:29 12:00:01,LADERA,3
966,WSCT0968.JPG,0.156934055,0.972801244,22/06/2016 18:30,2015:10:29 13:00:01,LADERA,3
967,WSCT0969.JPG,0.154446224,0.979370021,22/06/2016 18:31,2015:10:29 14:00:01,LADERA,3
968,WSCT0970.JPG,0.147409912,0.971418177,22/06/2016 18:31,2015:10:30 09:00:01,LADERA,3
969,WSCT0971.JPG,0.149504736,0.979632113,22/06/2016 18:31,2015:10:30 10:00:01,LADERA,3
970,WSCT0972.JPG,0.157164766,1.001631205,22/06/2016 18:32,2015:10:30 11:00:01,LADERA,3
971,WSCT0973.JPG,0.156137653,0.970169737,22/06/2016 18:32,2015:10:30 12:00:01,LADERA,3
972,WSCT0974.JPG,0.149897276,0.978965194,22/06/2016 18:32,2015:10:30 13:00:01,LADERA,3
973,WSCT0975.JPG,0.140968012,0.982724063,22/06/2016 18:32,2015:10:30 14:00:01,LADERA,3
974,WSCT0976.JPG,0.164471958,0.97067046,22/06/2016 18:33,2015:10:31 09:00:01,LADERA,3
975,WSCT0977.JPG,0.145682859,0.983091653,22/06/2016 18:33,2015:10:31 10:00:01,LADERA,3
976,WSCT0978.JPG,0.159810184,0.997583799,22/06/2016 18:33,2015:10:31 11:00:01,LADERA,3
977,WSCT0979.JPG,0.174605769,1.001308528,22/06/2016 18:34,2015:10:31 12:00:01,LADERA,3
978,WSCT0980.JPG,0.149542436,0.978633459,22/06/2016 18:34,2015:10:31 13:00:01,LADERA,3
979,WSCT0981.JPG,0.163068127,0.969333157,22/06/2016 18:34,2015:10:31 14:00:01,LADERA,3
980,WSCT0982.JPG,0.161323091,0.968283611,22/06/2016 18:35,2015:11:01 09:00:01,LADERA,3
981,WSCT0983.JPG,0.167097275,0.96717622,22/06/2016 18:35,2015:11:01 10:00:01,LADERA,3
982,WSCT0984.JPG,0.165753899,0.975403356,22/06/2016 18:35,2015:11:01 11:00:01,LADERA,3
983,WSCT0985.JPG,0.152029716,0.973669728,22/06/2016 18:35,2015:11:01 12:00:01,LADERA,3
984,WSCT0986.JPG,0.140212085,0.975866208,22/06/2016 18:36,2015:11:01 13:00:01,LADERA,3
985,WSCT0987.JPG,0.145282398,0.999571748,22/06/2016 18:36,2015:11:01 14:00:01,LADERA,3
986,WSCT0988.JPG,0.138160993,0.976346965,22/06/2016 18:36,2015:11:02 09:00:01,LADERA,3
987,WSCT0989.JPG,0.135335256,0.980055927,22/06/2016 18:37,2015:11:02 10:00:01,LADERA,3
988,WSCT0990.JPG,0.14549483,1.006148777,22/06/2016 18:37,2015:11:02 11:00:01,LADERA,3
