i,ID,MIG.grey,Aniso.grey,Timestamp,DateAndTime,PLOT,CAM
242,WSCT0244.JPG,0.235047826,0.968561175,22/06/2016 14:51,2015:07:01 09:00:01,LADERA,3
243,WSCT0245.JPG,0.210266494,0.952944784,22/06/2016 14:52,2015:07:01 10:00:01,LADERA,3
244,WSCT0246.JPG,0.191933508,0.96598586,22/06/2016 14:52,2015:07:01 11:00:01,LADERA,3
245,WSCT0247.JPG,0.177517959,0.95441377,22/06/2016 14:52,2015:07:01 12:00:01,LADERA,3
246,WSCT0248.JPG,0.18081532,0.983433316,22/06/2016 14:53,2015:07:01 13:00:01,LADERA,3
247,WSCT0249.JPG,0.174123871,0.994587737,22/06/2016 14:53,2015:07:01 14:00:01,LADERA,3
248,WSCT0250.JPG,0.159324345,0.958555175,22/06/2016 14:53,2015:07:02 09:00:01,LADERA,3
249,WSCT0251.JPG,0.174677529,0.952667275,22/06/2016 14:54,2015:07:02 10:00:01,LADERA,3
250,WSCT0252.JPG,0.197511542,0.963215029,22/06/2016 14:54,2015:07:02 11:00:01,LADERA,3
251,WSCT0253.JPG,0.173114974,0.955847155,22/06/2016 14:54,2015:07:02 12:00:01,LADERA,3
252,WSCT0254.JPG,0.183031322,0.989604143,22/06/2016 14:54,2015:07:02 13:00:01,LADERA,3
253,WSCT0255.JPG,0.175581476,0.992700509,22/06/2016 14:55,2015:07:02 14:00:01,LADERA,3
254,WSCT0256.JPG,0.240706288,0.965719486,22/06/2016 14:55,2015:07:03 09:00:01,LADERA,3
255,WSCT0257.JPG,0.201051742,0.957177629,22/06/2016 14:55,2015:07:03 10:00:01,LADERA,3
256,WSCT0258.JPG,0.183649622,0.955518187,22/06/2016 14:56,2015:07:03 11:00:01,LADERA,3
257,WSCT0259.JPG,0.202954808,0.954777484,22/06/2016 14:56,2015:07:03 12:00:01,LADERA,3
258,WSCT0260.JPG,0.200764406,0.992836711,22/06/2016 14:56,2015:07:03 13:00:01,LADERA,3
259,WSCT0261.JPG,0.170391076,0.994308542,22/06/2016 14:57,2015:07:03 14:00:01,LADERA,3
260,WSCT0262.JPG,0.23022659,0.964181398,22/06/2016 14:57,2015:07:04 09:00:01,LADERA,3
261,WSCT0263.JPG,0.180330853,0.956443036,22/06/2016 14:57,2015:07:04 10:00:01,LADERA,3
262,WSCT0264.JPG,0.18585966,0.961726019,22/06/2016 14:57,2015:07:04 11:00:01,LADERA,3
263,WSCT0265.JPG,0.174025444,0.960724638,22/06/2016 14:58,2015:07:04 12:00:01,LADERA,3
264,WSCT0266.JPG,0.195848638,0.97922607,22/06/2016 14:58,2015:07:04 13:00:01,LADERA,3
265,WSCT0267.JPG,0.173281943,0.995245905,22/06/2016 14:58,2015:07:04 14:00:01,LADERA,3
266,WSCT0268.JPG,0.180223522,0.956859271,22/06/2016 14:59,2015:07:05 09:00:01,LADERA,3
267,WSCT0269.JPG,0.184149872,0.945745418,22/06/2016 14:59,2015:07:05 10:00:01,LADERA,3
268,WSCT0270.JPG,0.203067464,0.960695511,22/06/2016 14:59,2015:07:05 11:00:01,LADERA,3
269,WSCT0271.JPG,0.190633072,0.956419608,22/06/2016 15:00,2015:07:05 12:00:01,LADERA,3
270,WSCT0272.JPG,0.184667041,0.967250471,22/06/2016 15:00,2015:07:05 13:00:01,LADERA,3
271,WSCT0273.JPG,0.195579758,0.972729015,22/06/2016 15:00,2015:07:05 14:00:01,LADERA,3
272,WSCT0274.JPG,0.224094388,0.966980018,22/06/2016 15:00,2015:07:06 09:00:01,LADERA,3
273,WSCT0275.JPG,0.232144398,0.97296732,22/06/2016 15:01,2015:07:06 10:00:01,LADERA,3
274,WSCT0276.JPG,0.13793406,0.991940001,22/06/2016 15:01,2015:07:06 11:00:01,LADERA,3
275,WSCT0277.JPG,0.214938873,0.982610077,22/06/2016 15:01,2015:07:06 12:00:01,LADERA,3
276,WSCT0278.JPG,0.226499821,0.99022297,22/06/2016 15:02,2015:07:06 13:00:01,LADERA,3
277,WSCT0279.JPG,0.088254215,0.998371471,22/06/2016 15:02,2015:07:06 14:00:01,LADERA,3
278,WSCT0280.JPG,0.184794644,0.961243195,22/06/2016 15:02,2015:07:07 09:00:01,LADERA,3
279,WSCT0281.JPG,0.18970422,0.951658951,22/06/2016 15:03,2015:07:07 10:00:01,LADERA,3
280,WSCT0282.JPG,0.198628525,0.96544071,22/06/2016 15:03,2015:07:07 11:00:01,LADERA,3
281,WSCT0283.JPG,0.22196315,0.961874764,22/06/2016 15:03,2015:07:07 12:00:01,LADERA,3
282,WSCT0284.JPG,0.210206058,0.995513633,22/06/2016 15:04,2015:07:07 13:00:01,LADERA,3
283,WSCT0285.JPG,0.175571577,0.997371061,22/06/2016 15:04,2015:07:07 14:00:01,LADERA,3
284,WSCT0286.JPG,0.198583035,0.976944298,22/06/2016 15:04,2015:07:08 09:00:01,LADERA,3
285,WSCT0287.JPG,0.184349089,0.958172656,22/06/2016 15:04,2015:07:08 10:00:01,LADERA,3
286,WSCT0288.JPG,0.20619469,0.952987642,22/06/2016 15:05,2015:07:08 11:00:01,LADERA,3
287,WSCT0289.JPG,0.205444597,0.957932576,22/06/2016 15:05,2015:07:08 12:00:01,LADERA,3
288,WSCT0290.JPG,0.185968435,0.995063106,22/06/2016 15:05,2015:07:08 13:00:01,LADERA,3
289,WSCT0291.JPG,0.240769544,0.985210379,22/06/2016 15:06,2015:07:08 14:00:01,LADERA,3
290,WSCT0292.JPG,0.17751207,0.976019883,22/06/2016 15:06,2015:07:09 09:00:01,LADERA,3
291,WSCT0293.JPG,0.198243893,0.963476644,22/06/2016 15:06,2015:07:09 10:00:01,LADERA,3
292,WSCT0294.JPG,0.200288278,0.959316934,22/06/2016 15:07,2015:07:09 11:00:01,LADERA,3
293,WSCT0295.JPG,0.193248115,0.955982729,22/06/2016 15:07,2015:07:09 12:00:01,LADERA,3
294,WSCT0296.JPG,0.200939709,0.990278233,22/06/2016 15:07,2015:07:09 13:00:01,LADERA,3
295,WSCT0297.JPG,0.188106139,0.988875422,22/06/2016 15:07,2015:07:09 14:00:01,LADERA,3
296,WSCT0298.JPG,0.198234111,0.957374409,22/06/2016 15:08,2015:07:10 09:00:01,LADERA,3
297,WSCT0299.JPG,0.192997318,0.962486908,22/06/2016 15:08,2015:07:10 10:00:01,LADERA,3
298,WSCT0300.JPG,0.193326486,0.960955346,22/06/2016 15:08,2015:07:10 11:00:01,LADERA,3
299,WSCT0301.JPG,0.184058653,0.951353792,22/06/2016 15:09,2015:07:10 12:00:01,LADERA,3
300,WSCT0302.JPG,0.200801958,0.994623372,22/06/2016 15:09,2015:07:10 13:00:01,LADERA,3
301,WSCT0303.JPG,0.171460824,0.981953309,22/06/2016 15:09,2015:07:10 14:00:01,LADERA,3
302,WSCT0304.JPG,0.226957475,0.973283738,22/06/2016 15:10,2015:07:11 09:00:01,LADERA,3
303,WSCT0305.JPG,0.187393481,0.956654195,22/06/2016 15:10,2015:07:11 10:00:01,LADERA,3
304,WSCT0306.JPG,0.195690861,0.960785747,22/06/2016 15:10,2015:07:11 11:00:01,LADERA,3
305,WSCT0307.JPG,0.181006335,0.957478777,22/06/2016 15:10,2015:07:11 12:00:01,LADERA,3
306,WSCT0308.JPG,0.204164831,0.969097744,22/06/2016 15:11,2015:07:11 13:00:01,LADERA,3
307,WSCT0309.JPG,0.170092589,0.984517961,22/06/2016 15:11,2015:07:11 14:00:01,LADERA,3
308,WSCT0310.JPG,0.203748681,0.97032918,22/06/2016 15:11,2015:07:12 09:00:01,LADERA,3
309,WSCT0311.JPG,0.199622122,0.968755267,22/06/2016 15:12,2015:07:12 10:00:01,LADERA,3
310,WSCT0312.JPG,0.185690099,0.953924686,22/06/2016 15:12,2015:07:12 11:00:01,LADERA,3
311,WSCT0313.JPG,0.198618316,0.96525347,22/06/2016 15:12,2015:07:12 12:00:01,LADERA,3
312,WSCT0314.JPG,0.194024802,0.96777281,22/06/2016 15:13,2015:07:12 13:00:01,LADERA,3
313,WSCT0315.JPG,0.18199228,0.98457915,22/06/2016 15:13,2015:07:12 14:00:01,LADERA,3
314,WSCT0316.JPG,0.198388521,0.96386729,22/06/2016 15:13,2015:07:13 09:00:01,LADERA,3
315,WSCT0317.JPG,0.198211041,0.964106544,22/06/2016 15:13,2015:07:13 10:00:01,LADERA,3
316,WSCT0318.JPG,0.186691251,0.953275547,22/06/2016 15:14,2015:07:13 11:00:01,LADERA,3
317,WSCT0319.JPG,0.197622539,0.958643174,22/06/2016 15:14,2015:07:13 12:00:01,LADERA,3
318,WSCT0320.JPG,0.190145409,0.975092268,22/06/2016 15:14,2015:07:13 13:00:01,LADERA,3
319,WSCT0321.JPG,0.174812515,0.975813859,22/06/2016 15:15,2015:07:13 14:00:01,LADERA,3
320,WSCT0322.JPG,0.187706527,0.963689486,22/06/2016 15:15,2015:07:14 09:00:01,LADERA,3
321,WSCT0323.JPG,0.170783524,0.946455102,22/06/2016 15:15,2015:07:14 10:00:01,LADERA,3
322,WSCT0324.JPG,0.178245298,0.957753907,22/06/2016 15:16,2015:07:14 11:00:01,LADERA,3
323,WSCT0325.JPG,0.190677256,0.948635727,22/06/2016 15:16,2015:07:14 12:00:01,LADERA,3
324,WSCT0326.JPG,0.19996462,0.998872199,22/06/2016 15:16,2015:07:14 13:00:01,LADERA,3
325,WSCT0327.JPG,0.170830604,0.987711003,22/06/2016 15:16,2015:07:14 14:00:01,LADERA,3
326,WSCT0328.JPG,0.182377296,0.964057592,22/06/2016 15:17,2015:07:15 09:00:01,LADERA,3
327,WSCT0329.JPG,0.189538274,0.960757188,22/06/2016 15:17,2015:07:15 10:00:01,LADERA,3
328,WSCT0330.JPG,0.174880101,0.952543775,22/06/2016 15:17,2015:07:15 11:00:01,LADERA,3
329,WSCT0331.JPG,0.182729051,0.951922591,22/06/2016 15:18,2015:07:15 12:00:01,LADERA,3
330,WSCT0332.JPG,0.180678105,0.982652221,22/06/2016 15:18,2015:07:15 13:00:01,LADERA,3
331,WSCT0333.JPG,0.168361821,0.970959262,22/06/2016 15:18,2015:07:15 14:00:01,LADERA,3
332,WSCT0334.JPG,0.178744533,0.962901528,22/06/2016 15:19,2015:07:16 09:00:01,LADERA,3
333,WSCT0335.JPG,0.224238616,0.97732543,22/06/2016 15:19,2015:07:16 10:00:01,LADERA,3
334,WSCT0336.JPG,0.185164626,0.966794177,22/06/2016 15:19,2015:07:16 11:00:01,LADERA,3
335,WSCT0337.JPG,0.183002272,0.961059139,22/06/2016 15:19,2015:07:16 12:00:01,LADERA,3
336,WSCT0338.JPG,0.185452958,0.964731912,22/06/2016 15:20,2015:07:16 13:00:01,LADERA,3
337,WSCT0339.JPG,0.176433217,0.975457784,22/06/2016 15:20,2015:07:16 14:00:01,LADERA,3
338,WSCT0340.JPG,0.196493582,0.96338201,22/06/2016 15:20,2015:07:17 09:00:01,LADERA,3
339,WSCT0341.JPG,0.223611772,0.972450372,22/06/2016 15:21,2015:07:17 10:00:01,LADERA,3
340,WSCT0342.JPG,0.221781255,0.978568038,22/06/2016 15:21,2015:07:17 11:00:01,LADERA,3
341,WSCT0343.JPG,0.178071188,0.964769207,22/06/2016 15:21,2015:07:17 12:00:01,LADERA,3
342,WSCT0344.JPG,0.187031633,0.997021493,22/06/2016 15:22,2015:07:17 13:00:01,LADERA,3
343,WSCT0345.JPG,0.196604076,0.970855636,22/06/2016 15:22,2015:07:17 14:00:01,LADERA,3
344,WSCT0346.JPG,0.183942469,0.966047819,22/06/2016 15:22,2015:07:18 09:00:01,LADERA,3
345,WSCT0347.JPG,0.223768763,0.978396509,22/06/2016 15:22,2015:07:18 10:00:01,LADERA,3
346,WSCT0348.JPG,0.183726204,0.979976758,22/06/2016 15:23,2015:07:18 11:00:01,LADERA,3
347,WSCT0349.JPG,0.1430328,0.977165294,22/06/2016 15:23,2015:07:18 12:00:01,LADERA,3
348,WSCT0350.JPG,0.154199874,0.979805457,22/06/2016 15:23,2015:07:18 13:00:01,LADERA,3
349,WSCT0351.JPG,0.164313223,0.985086719,22/06/2016 15:24,2015:07:18 14:00:01,LADERA,3
350,WSCT0352.JPG,0.173896922,0.966786718,22/06/2016 15:24,2015:07:19 09:00:01,LADERA,3
351,WSCT0353.JPG,0.169805625,0.955342259,22/06/2016 15:24,2015:07:19 10:00:01,LADERA,3
352,WSCT0354.JPG,0.177731902,0.961860711,22/06/2016 15:25,2015:07:19 11:00:01,LADERA,3
353,WSCT0355.JPG,0.200765633,0.966253967,22/06/2016 15:25,2015:07:19 12:00:01,LADERA,3
354,WSCT0356.JPG,0.232282023,0.974977105,22/06/2016 15:25,2015:07:19 13:00:01,LADERA,3
355,WSCT0357.JPG,0.175480312,0.980602947,22/06/2016 15:25,2015:07:19 14:00:01,LADERA,3
356,WSCT0358.JPG,0.197687508,0.987259585,22/06/2016 15:26,2015:07:20 09:00:01,LADERA,3
357,WSCT0359.JPG,0.170174213,0.954840707,22/06/2016 15:26,2015:07:20 10:00:01,LADERA,3
358,WSCT0360.JPG,0.17813273,0.962384048,22/06/2016 15:26,2015:07:20 11:00:01,LADERA,3
359,WSCT0361.JPG,0.184481584,0.962034355,22/06/2016 15:27,2015:07:20 12:00:01,LADERA,3
360,WSCT0362.JPG,0.193806145,1.001467032,22/06/2016 15:27,2015:07:20 13:00:01,LADERA,3
361,WSCT0363.JPG,0.188277232,0.973240895,22/06/2016 15:27,2015:07:20 14:00:01,LADERA,3
362,WSCT0364.JPG,0.27202655,0.972393474,22/06/2016 15:28,2015:07:21 09:00:01,LADERA,3
363,WSCT0365.JPG,0.173261792,0.965920893,22/06/2016 15:28,2015:07:21 10:00:01,LADERA,3
364,WSCT0366.JPG,0.187180571,0.968689,22/06/2016 15:28,2015:07:21 11:00:01,LADERA,3
365,WSCT0367.JPG,0.191092829,0.958122456,22/06/2016 15:28,2015:07:21 12:00:01,LADERA,3
366,WSCT0368.JPG,0.189313299,1.000952853,22/06/2016 15:29,2015:07:21 13:00:01,LADERA,3
367,WSCT0369.JPG,0.175978289,0.987724476,22/06/2016 15:29,2015:07:21 14:00:01,LADERA,3
368,WSCT0370.JPG,0.208862418,0.977411429,22/06/2016 15:29,2015:07:22 09:00:01,LADERA,3
369,WSCT0371.JPG,0.199792623,0.959255068,22/06/2016 15:30,2015:07:22 10:00:01,LADERA,3
370,WSCT0372.JPG,0.175922964,0.945349388,22/06/2016 15:30,2015:07:22 11:00:01,LADERA,3
371,WSCT0373.JPG,0.199519571,0.959141237,22/06/2016 15:30,2015:07:22 12:00:01,LADERA,3
372,WSCT0374.JPG,0.207460421,0.980332174,22/06/2016 15:31,2015:07:22 13:00:01,LADERA,3
373,WSCT0375.JPG,0.176510848,0.987813235,22/06/2016 15:31,2015:07:22 14:00:01,LADERA,3
374,WSCT0376.JPG,0.209959419,0.980412174,22/06/2016 15:31,2015:07:23 09:00:01,LADERA,3
375,WSCT0377.JPG,0.231443826,0.980763066,22/06/2016 15:32,2015:07:23 10:00:01,LADERA,3
376,WSCT0378.JPG,0.224355528,0.978511274,22/06/2016 15:32,2015:07:23 11:00:01,LADERA,3
377,WSCT0379.JPG,0.179711398,0.962085525,22/06/2016 15:32,2015:07:23 12:00:01,LADERA,3
378,WSCT0380.JPG,0.193723111,0.97577799,22/06/2016 15:32,2015:07:23 13:00:01,LADERA,3
379,WSCT0381.JPG,0.185768776,0.979312578,22/06/2016 15:33,2015:07:23 14:00:01,LADERA,3
380,WSCT0382.JPG,0.186890737,0.96892205,22/06/2016 15:33,2015:07:24 09:00:01,LADERA,3
381,WSCT0383.JPG,0.217588235,0.971056167,22/06/2016 15:33,2015:07:24 10:00:01,LADERA,3
382,WSCT0384.JPG,0.173306494,0.961331997,22/06/2016 15:34,2015:07:24 11:00:01,LADERA,3
383,WSCT0385.JPG,0.198796332,0.967078878,22/06/2016 15:34,2015:07:24 12:00:01,LADERA,3
384,WSCT0386.JPG,0.176329301,0.996966522,22/06/2016 15:34,2015:07:24 13:00:01,LADERA,3
385,WSCT0387.JPG,0.16434093,0.984611531,22/06/2016 15:35,2015:07:24 14:00:01,LADERA,3
386,WSCT0388.JPG,0.234467654,0.972189785,22/06/2016 15:35,2015:07:25 09:00:01,LADERA,3
387,WSCT0389.JPG,0.190661222,0.965252417,22/06/2016 15:35,2015:07:25 10:00:01,LADERA,3
388,WSCT0390.JPG,0.175766563,0.95509348,22/06/2016 15:35,2015:07:25 11:00:01,LADERA,3
389,WSCT0391.JPG,0.17276104,0.957030363,22/06/2016 15:36,2015:07:25 12:00:01,LADERA,3
390,WSCT0392.JPG,0.177420003,0.998021591,22/06/2016 15:36,2015:07:25 13:00:01,LADERA,3
391,WSCT0393.JPG,0.167865119,0.997209932,22/06/2016 15:36,2015:07:25 14:00:01,LADERA,3
392,WSCT0394.JPG,0.169922233,0.963391477,22/06/2016 15:37,2015:07:26 09:00:01,LADERA,3
393,WSCT0395.JPG,0.179013594,0.961334692,22/06/2016 15:37,2015:07:26 10:00:01,LADERA,3
394,WSCT0396.JPG,0.178514885,0.952555148,22/06/2016 15:37,2015:07:26 11:00:01,LADERA,3
395,WSCT0397.JPG,0.175053243,0.951960822,22/06/2016 15:38,2015:07:26 12:00:01,LADERA,3
396,WSCT0398.JPG,0.181778942,0.992077066,22/06/2016 15:38,2015:07:26 13:00:01,LADERA,3
397,WSCT0399.JPG,0.16853261,0.978434484,22/06/2016 15:38,2015:07:26 14:00:01,LADERA,3
398,WSCT0400.JPG,0.172270334,0.962559339,22/06/2016 15:39,2015:07:27 09:00:01,LADERA,3
399,WSCT0401.JPG,0.184251867,0.962733721,22/06/2016 15:39,2015:07:27 10:00:01,LADERA,3
400,WSCT0402.JPG,0.170227194,0.952676563,22/06/2016 15:39,2015:07:27 11:00:01,LADERA,3
401,WSCT0403.JPG,0.181089332,0.955918521,22/06/2016 15:39,2015:07:27 12:00:01,LADERA,3
402,WSCT0404.JPG,0.183383101,0.977608744,22/06/2016 15:40,2015:07:27 13:00:01,LADERA,3
403,WSCT0405.JPG,0.217403484,0.976244094,22/06/2016 15:40,2015:07:27 14:00:01,LADERA,3
404,WSCT0406.JPG,0.218230426,0.977419582,22/06/2016 15:40,2015:07:28 09:00:01,LADERA,3
405,WSCT0407.JPG,0.181655684,0.959256188,22/06/2016 15:41,2015:07:28 10:00:01,LADERA,3
406,WSCT0408.JPG,0.180290402,0.958952326,22/06/2016 15:41,2015:07:28 11:00:01,LADERA,3
407,WSCT0409.JPG,0.181995618,0.970274467,22/06/2016 15:41,2015:07:28 12:00:01,LADERA,3
408,WSCT0410.JPG,0.225671382,0.978026847,22/06/2016 15:42,2015:07:28 13:00:01,LADERA,3
409,WSCT0411.JPG,0.268766323,0.977759764,22/06/2016 15:42,2015:07:28 14:00:01,LADERA,3
410,WSCT0412.JPG,0.158613708,0.968561077,22/06/2016 15:42,2015:07:29 09:00:01,LADERA,3
411,WSCT0413.JPG,0.184400929,0.972941174,22/06/2016 15:42,2015:07:29 10:00:01,LADERA,3
412,WSCT0414.JPG,0.177797986,0.965763493,22/06/2016 15:43,2015:07:29 11:00:01,LADERA,3
413,WSCT0415.JPG,0.176559982,0.968247327,22/06/2016 15:43,2015:07:29 12:00:01,LADERA,3
414,WSCT0416.JPG,0.176181823,0.978903202,22/06/2016 15:43,2015:07:29 13:00:01,LADERA,3
415,WSCT0417.JPG,0.163107762,0.982032722,22/06/2016 15:44,2015:07:29 14:00:01,LADERA,3
416,WSCT0418.JPG,0.182090514,0.973451635,22/06/2016 15:44,2015:07:30 09:00:01,LADERA,3
417,WSCT0419.JPG,0.167406276,0.945404146,22/06/2016 15:44,2015:07:30 10:00:01,LADERA,3
418,WSCT0420.JPG,0.174969203,0.965811513,22/06/2016 15:45,2015:07:30 11:00:01,LADERA,3
419,WSCT0421.JPG,0.185402954,0.942939599,22/06/2016 15:45,2015:07:30 12:00:01,LADERA,3
420,WSCT0422.JPG,0.169368972,0.988697299,22/06/2016 15:45,2015:07:30 13:00:01,LADERA,3
421,WSCT0423.JPG,0.230990515,0.981434673,22/06/2016 15:45,2015:07:30 14:00:01,LADERA,3
422,WSCT0424.JPG,0.212303863,0.972509204,22/06/2016 15:46,2015:07:31 09:00:01,LADERA,3
423,WSCT0425.JPG,0.167569098,0.949999268,22/06/2016 15:46,2015:07:31 10:00:01,LADERA,3
424,WSCT0426.JPG,0.175929289,0.959978732,22/06/2016 15:46,2015:07:31 11:00:01,LADERA,3
425,WSCT0427.JPG,0.194563213,0.950661082,22/06/2016 15:47,2015:07:31 12:00:01,LADERA,3
426,WSCT0428.JPG,0.175424759,0.975150401,22/06/2016 15:47,2015:07:31 13:00:01,LADERA,3
427,WSCT0429.JPG,0.169071375,0.983225018,22/06/2016 15:47,2015:07:31 14:00:01,LADERA,3
428,WSCT0430.JPG,0.193392616,0.972927276,22/06/2016 15:48,2015:08:01 09:00:01,LADERA,3
429,WSCT0431.JPG,0.158025507,0.945877539,22/06/2016 15:48,2015:08:01 10:00:01,LADERA,3
430,WSCT0432.JPG,0.171898111,0.961999399,22/06/2016 15:48,2015:08:01 11:00:01,LADERA,3
431,WSCT0433.JPG,0.181909286,0.943548142,22/06/2016 15:48,2015:08:01 12:00:01,LADERA,3
432,WSCT0434.JPG,0.175024826,0.992812857,22/06/2016 15:49,2015:08:01 13:00:01,LADERA,3
433,WSCT0435.JPG,0.165104901,0.982606238,22/06/2016 15:49,2015:08:01 14:00:01,LADERA,3
434,WSCT0436.JPG,0.223711246,0.969912262,22/06/2016 15:49,2015:08:02 09:00:01,LADERA,3
435,WSCT0437.JPG,0.156234316,0.943904341,22/06/2016 15:50,2015:08:02 10:00:01,LADERA,3
436,WSCT0438.JPG,0.18236511,0.962897214,22/06/2016 15:50,2015:08:02 11:00:01,LADERA,3
437,WSCT0439.JPG,0.186169713,0.95001954,22/06/2016 15:50,2015:08:02 12:00:01,LADERA,3
438,WSCT0440.JPG,0.180330718,0.993278268,22/06/2016 15:51,2015:08:02 13:00:01,LADERA,3
439,WSCT0441.JPG,0.228133121,0.988251686,22/06/2016 15:51,2015:08:02 14:00:01,LADERA,3
440,WSCT0442.JPG,0.172867792,0.964003639,22/06/2016 15:51,2015:08:03 09:00:01,LADERA,3
441,WSCT0443.JPG,0.165407775,0.945741905,22/06/2016 15:51,2015:08:03 10:00:01,LADERA,3
442,WSCT0444.JPG,0.169623408,0.960076471,22/06/2016 15:52,2015:08:03 11:00:01,LADERA,3
443,WSCT0445.JPG,0.181295262,0.953449274,22/06/2016 15:52,2015:08:03 12:00:01,LADERA,3
444,WSCT0446.JPG,0.178719578,0.991901329,22/06/2016 15:52,2015:08:03 13:00:01,LADERA,3
445,WSCT0447.JPG,0.171933759,0.978037307,22/06/2016 15:53,2015:08:03 14:00:01,LADERA,3
446,WSCT0448.JPG,0.218957868,0.969841516,22/06/2016 15:53,2015:08:04 09:00:01,LADERA,3
447,WSCT0449.JPG,0.201697813,0.966443972,22/06/2016 15:53,2015:08:04 10:00:01,LADERA,3
448,WSCT0450.JPG,0.17190654,0.96956604,22/06/2016 15:54,2015:08:04 11:00:01,LADERA,3
449,WSCT0451.JPG,0.187346113,0.953525073,22/06/2016 15:54,2015:08:04 12:00:01,LADERA,3
450,WSCT0452.JPG,0.206386647,0.97753838,22/06/2016 15:54,2015:08:04 13:00:01,LADERA,3
451,WSCT0453.JPG,0.171186008,0.979963131,22/06/2016 15:54,2015:08:04 14:00:01,LADERA,3
452,WSCT0454.JPG,0.204792413,0.969152568,22/06/2016 15:55,2015:08:05 09:00:01,LADERA,3
453,WSCT0455.JPG,0.161969715,0.943573805,22/06/2016 15:55,2015:08:05 10:00:01,LADERA,3
454,WSCT0456.JPG,0.170664126,0.964261121,22/06/2016 15:55,2015:08:05 11:00:01,LADERA,3
455,WSCT0457.JPG,0.191754684,0.959305212,22/06/2016 15:56,2015:08:05 12:00:01,LADERA,3
456,WSCT0458.JPG,0.189098276,0.990130124,22/06/2016 15:56,2015:08:05 13:00:01,LADERA,3
457,WSCT0459.JPG,0.175480744,0.977254862,22/06/2016 15:56,2015:08:05 14:00:01,LADERA,3
458,WSCT0460.JPG,0.228497992,0.967546194,22/06/2016 15:57,2015:08:06 09:00:01,LADERA,3
459,WSCT0461.JPG,0.233378774,0.966939444,22/06/2016 15:57,2015:08:06 10:00:01,LADERA,3
460,WSCT0462.JPG,0.19573911,0.960203547,22/06/2016 15:57,2015:08:06 11:00:01,LADERA,3
461,WSCT0463.JPG,0.188551279,0.959128218,22/06/2016 15:58,2015:08:06 12:00:01,LADERA,3
462,WSCT0464.JPG,0.193216364,0.973954259,22/06/2016 15:58,2015:08:06 13:00:01,LADERA,3
463,WSCT0465.JPG,0.168424311,0.984220673,22/06/2016 15:58,2015:08:06 14:00:01,LADERA,3
464,WSCT0466.JPG,0.222273096,0.974184813,22/06/2016 15:58,2015:08:07 09:00:01,LADERA,3
465,WSCT0467.JPG,0.181017466,0.965332228,22/06/2016 15:59,2015:08:07 10:00:01,LADERA,3
466,WSCT0468.JPG,0.174184995,0.960703256,22/06/2016 15:59,2015:08:07 11:00:01,LADERA,3
467,WSCT0469.JPG,0.195365247,0.958674687,22/06/2016 15:59,2015:08:07 12:00:01,LADERA,3
468,WSCT0470.JPG,0.185345376,0.995697941,22/06/2016 16:00,2015:08:07 13:00:01,LADERA,3
469,WSCT0471.JPG,0.174406986,0.993857851,22/06/2016 16:00,2015:08:07 14:00:01,LADERA,3
470,WSCT0472.JPG,0.175691347,0.976227212,22/06/2016 16:00,2015:08:08 09:00:01,LADERA,3
471,WSCT0473.JPG,0.189591607,0.965636175,22/06/2016 16:01,2015:08:08 10:00:01,LADERA,3
472,WSCT0474.JPG,0.190046401,0.968487043,22/06/2016 16:01,2015:08:08 11:00:01,LADERA,3
473,WSCT0475.JPG,0.196006612,0.97210919,22/06/2016 16:01,2015:08:08 12:00:01,LADERA,3
474,WSCT0476.JPG,0.273847797,0.97639599,22/06/2016 16:01,2015:08:08 13:00:01,LADERA,3
475,WSCT0477.JPG,0.116615419,0.995429508,22/06/2016 16:02,2015:08:08 14:00:01,LADERA,3
476,WSCT0478.JPG,0.21405399,0.972452709,22/06/2016 16:02,2015:08:09 09:00:01,LADERA,3
477,WSCT0479.JPG,0.167064976,0.955723301,22/06/2016 16:02,2015:08:09 10:00:01,LADERA,3
478,WSCT0480.JPG,0.201416664,0.960865671,22/06/2016 16:03,2015:08:09 11:00:01,LADERA,3
479,WSCT0481.JPG,0.15860308,0.987503802,22/06/2016 16:03,2015:08:09 12:00:01,LADERA,3
480,WSCT0482.JPG,0.1946088,0.993431621,22/06/2016 16:03,2015:08:09 13:00:01,LADERA,3
481,WSCT0483.JPG,0.234739517,0.980328434,22/06/2016 16:04,2015:08:09 14:00:01,LADERA,3
482,WSCT0484.JPG,0.241485683,0.984968885,22/06/2016 16:04,2015:08:10 09:00:01,LADERA,3
483,WSCT0485.JPG,0.157748036,0.966906357,22/06/2016 16:04,2015:08:10 10:00:01,LADERA,3
484,WSCT0486.JPG,0.163721278,0.982411018,22/06/2016 16:04,2015:08:10 11:00:01,LADERA,3
485,WSCT0487.JPG,0.187430845,0.984678698,22/06/2016 16:05,2015:08:10 12:00:01,LADERA,3
486,WSCT0488.JPG,0.195070259,0.979803488,22/06/2016 16:05,2015:08:10 13:00:01,LADERA,3
487,WSCT0489.JPG,0.189333502,0.982717499,22/06/2016 16:05,2015:08:10 14:00:01,LADERA,3
488,WSCT0490.JPG,0.169116097,0.977721455,22/06/2016 16:06,2015:08:11 09:00:01,LADERA,3
489,WSCT0491.JPG,0.22028031,0.980420185,22/06/2016 16:06,2015:08:11 10:00:01,LADERA,3
490,WSCT0492.JPG,0.174385957,0.963519093,22/06/2016 16:06,2015:08:11 11:00:01,LADERA,3
